Book Title,Authors,Chapter Title,Date of Highlight,Book URL,Chapter URL,Highlight URL,Highlight,Personal Note
"Docker: Up & Running, 2nd Edition",Sean P. Kane...,Foreword,2/11/2020,https://learning.oreilly.com/library/view/docker-up/9781492036722/,https://learning.oreilly.com/library/view/docker-up/9781492036722/foreword01.html,https://learning.oreilly.com/a/docker-up/38073254/,"In this book, Sean and Karl have shared their extensive collective knowledge in an attempt to equip you with a broad theoretical and tactical understanding of Docker and its ecosystem in order to help you succeed in your journey to containerization.",
Cloud Native Java,Kenny Bastani...,2. Bootcamp: Introducing Spring Boot and Cloud Foundry,2/9/2020,https://learning.oreilly.com/library/view/cloud-native-java/9781449374631/,https://learning.oreilly.com/library/view/cloud-native-java/9781449374631/part01ch02.html,https://learning.oreilly.com/a/cloud-native-java/37963212/,A buildpack is a directory full of scripts invoked according to a well-known life cycle.,
Cloud Native Java,Kenny Bastani...,2. Bootcamp: Introducing Spring Boot and Cloud Foundry,2/9/2020,https://learning.oreilly.com/library/view/cloud-native-java/9781449374631/,https://learning.oreilly.com/library/view/cloud-native-java/9781449374631/part01ch02.html,https://learning.oreilly.com/a/cloud-native-java/37960400/,"When you begin migrating to a cloud native architecture, you?€?ll find yourself needing to create more and more applications. Because of this, the friction of creating a new application in your architecture should be reduced to a minimum.",
Mastering Go,Mihalis Tsoukalos,Generating documentation,2/2/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/c966ae43-31ca-445d-a918-153408149bc1.xhtml,https://learning.oreilly.com/a/mastering-go/37554558/,The documentation page and the example of the S1(),main usage is for doc
Mastering Go,Mihalis Tsoukalos,Creating example functions,2/2/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/a67b66e7-b4be-4d36-8efa-c965b2770532.xhtml,https://learning.oreilly.com/a/mastering-go/37554482/,with the S1() function based on the data after the // Output: comment.,Why not use regular go test
Mastering Go,Mihalis Tsoukalos,A simple benchmarking example,2/2/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/d00bc717-e937-49a6-8221-ac4d4b060fec.xhtml,https://learning.oreilly.com/a/mastering-go/37513260/,Benchmark30fibo3-8       500000      2829 ns/op,"generate 30 Fibonacci number, use a map to contains each number will be ~1500 times faster than traditional recursive algorithm. 
And with increase of number, the difference will be even bigger."
Mastering Go,Mihalis Tsoukalos,The context package,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/7cf5240f-75a2-4a5d-b942-5a906dae7369.xhtml,https://learning.oreilly.com/a/mastering-go/37370593/,The main purpose of the context package is to define the Context type and support cancellation! ,
Mastering Go,Mihalis Tsoukalos,Sharing memory using goroutines,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/4fd3cf10-5c8d-4fa2-9ab9-39ef2c88eec9.xhtml,https://learning.oreilly.com/a/mastering-go/37366741/,monitor goroutine is safer and closer to the Go philosophy.,while mutex(or lock) is traditional way to share memory.
Mastering Go,Mihalis Tsoukalos,The sync.RWMutex type,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/498fd196-3621-4244-bb76-7c6d29e6a5bb.xhtml,https://learning.oreilly.com/a/mastering-go/37362262/,"sync.RWMutex mutex are RLock() and RUnlock(), which are used for locking and unlocking the mutex, respectively,??for reading purposes. The Lock() and Unlock() functions used in a sync.Mutex mutex should still be used when you want to lock and unlock a sync.RWMutex mutex for writing purposes.",
Mastering Go,Mihalis Tsoukalos,The sync.RWMutex type,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/498fd196-3621-4244-bb76-7c6d29e6a5bb.xhtml,https://learning.oreilly.com/a/mastering-go/37361934/,"Although only one function is allowed to perform write operations using a sync.RWMutex mutex, you can have multiple readers owning a sync.RWMutex mutex.",
Mastering Go,Mihalis Tsoukalos,Buffered channels,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/244da882-afb7-4d32-a0e3-7176986a0955.xhtml,https://learning.oreilly.com/a/mastering-go/37347533/,break,"if it wants to break select, it is useless,if break for loop, used the wrong way."
Mastering Go,Mihalis Tsoukalos,Timing out a goroutine,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/6436e8b4-c476-457a-851d-066469a3e951.xhtml,https://learning.oreilly.com/a/mastering-go/37343941/,use the capabilities of the handy select keyword combined with the time.After(),
Mastering Go,Mihalis Tsoukalos,Timing out a goroutine,2/1/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/6436e8b4-c476-457a-851d-066469a3e951.xhtml,https://learning.oreilly.com/a/mastering-go/37343921/,time out goroutines,
Mastering Go,Mihalis Tsoukalos,The select keyword,1/31/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/b18718d5-7e90-4d68-921e-e37019d3912e.xhtml,https://learning.oreilly.com/a/mastering-go/37205931/,"select statement is one of the most important, if not the single most important, part of the Go concurrency",
Mastering Go,Mihalis Tsoukalos,The select keyword,1/31/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/b18718d5-7e90-4d68-921e-e37019d3912e.xhtml,https://learning.oreilly.com/a/mastering-go/37205888/,save some space,"you saved lines, but take more lines to explain it."
Mastering Go,Mihalis Tsoukalos,The select keyword,1/31/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/b18718d5-7e90-4d68-921e-e37019d3912e.xhtml,https://learning.oreilly.com/a/mastering-go/37205858/,"If none of the channels in a select statement is ready, the select statement will block until one of the channels is ready. ",
Mastering Go,Mihalis Tsoukalos,Channels,1/31/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/f06d9362-0b47-413a-8efb-269a1c231146.xhtml,https://learning.oreilly.com/a/mastering-go/37204302/,"when you are using a channel as a function parameter, you can specify its direction;",
Mastering Go,Mihalis Tsoukalos,Traversing directory trees,1/31/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/9a4761fd-e35c-4b80-8676-c13b06ed998f.xhtml,https://learning.oreilly.com/a/mastering-go/37181878/,filepath.Walk,this func does all walk through work.
Mastering Go,Mihalis Tsoukalos,Reading the Go code of a standard Go package,1/30/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/0a2a07da-5386-40a3-aedd-3432502963df.xhtml,https://learning.oreilly.com/a/mastering-go/36958630/,"Generally speaking, regularly studying Go code developed by experienced programmers is a very good habit that will increase the quality of your own Go code,",
Mastering Go,Mihalis Tsoukalos,Private variables and functions,1/30/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/22c87cc3-6c64-4039-8bb8-3361aff41c23.xhtml,https://learning.oreilly.com/a/mastering-go/36950266/,"functions, variables, types, and so forth that begin with an uppercase letter are public",
Mastering Go,Mihalis Tsoukalos,Using container/heap,1/29/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/5196169e-3d8d-4be5-a9cc-a2d4dc1535c5.xhtml,https://learning.oreilly.com/a/mastering-go/36948998/,a heap does not only support numerical values.,
Mastering Go,Mihalis Tsoukalos,Advantages of binary trees,1/29/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/7b302347-d8fd-40e2-bddb-2b1d716e0248.xhtml,https://learning.oreilly.com/a/mastering-go/36931903/,binary tree offers in search operations might worth the extra overhead and maintenance. ,
Mastering Go,Mihalis Tsoukalos,Using the new keyword,1/28/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/ef7329ae-1b2b-4b8f-b85b-82f9c5f8a0b3.xhtml,https://learning.oreilly.com/a/mastering-go/36880557/,"make can only be applied to maps, channels, and slices, and it does not return a memory address,",
Mastering Go,Mihalis Tsoukalos,Slices are being expanded automatically,1/28/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/23d4f1e6-8ee7-4672-9cec-ff89d7322ce0.xhtml,https://learning.oreilly.com/a/mastering-go/36862963/,"Put simply, if the length and the capacity of a slice have the same values and you try to add another element to the slice, the capacity of the slice will be doubled, whereas its length will be increased by one.",
Mastering Go,Mihalis Tsoukalos,Performing basic operations on slices,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/6b1c5b17-f639-422e-ab40-1264918d4717.xhtml,https://learning.oreilly.com/a/mastering-go/36671546/,re-slice process does not make a copy of the original slice.,
Mastering Go,Mihalis Tsoukalos,Performing basic operations on slices,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/6b1c5b17-f639-422e-ab40-1264918d4717.xhtml,https://learning.oreilly.com/a/mastering-go/36671500/,"integer := make([]int, 20)",
Mastering Go,Mihalis Tsoukalos,Performing basic operations on slices,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/6b1c5b17-f639-422e-ab40-1264918d4717.xhtml,https://learning.oreilly.com/a/mastering-go/36671489/,slice literals are defined just like arrays but without the element count.,
Mastering Go,Mihalis Tsoukalos,The shortcomings of Go arrays,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/17bb4255-7847-41d0-b46d-5a72e1ed4c89.xhtml,https://learning.oreilly.com/a/mastering-go/36671430/,arrays are rarely used in Go!,
Mastering Go,Mihalis Tsoukalos,General Go coding advices,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/79fda2d4-d30a-4fcb-8a9b-8baf03853a1b.xhtml,https://learning.oreilly.com/a/mastering-go/36668853/,General Go coding advices,
Mastering Go,Mihalis Tsoukalos,About the unsafe package,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/1ff05f37-82a3-483f-aa0b-b25a2ae8e64b.xhtml,https://learning.oreilly.com/a/mastering-go/36665184/,the Go compiler implements the unsafe package when you import it into your programs.,
Mastering Go,Mihalis Tsoukalos,More about the operation of the Go Garbage Collector,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/bca75dc7-3c9d-45cf-91bd-06fcfd3a7731.xhtml,https://learning.oreilly.com/a/mastering-go/36663613/,"when a pointer of the program is moved, you color the object to which the pointer points as grey. You can say that the grey set acts like a barrier",
Mastering Go,Mihalis Tsoukalos,More about the operation of the Go Garbage Collector,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/bca75dc7-3c9d-45cf-91bd-06fcfd3a7731.xhtml,https://learning.oreilly.com/a/mastering-go/36663605/,"new objects must go to the grey set, because this way the fundamental invariant of the mark-and-sweep algorithm cannot be altered.",
Mastering Go,Mihalis Tsoukalos,More about the operation of the Go Garbage Collector,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/bca75dc7-3c9d-45cf-91bd-06fcfd3a7731.xhtml,https://learning.oreilly.com/a/mastering-go/36663574/,no object of the black set can point to an object of the white set.,
Mastering Go,Mihalis Tsoukalos,The Tricolor algorithm,1/27/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/af88fc6d-6638-4cd3-8dad-c97c69cf94d8.xhtml,https://learning.oreilly.com/a/mastering-go/36662205/,the official name for the algorithm used in Go is the tricolor mark-and-sweep algorithm.,
Mastering Go,Mihalis Tsoukalos,About error output,1/26/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/203b13f6-2cb8-4653-9d04-8153ac799746.xhtml,https://learning.oreilly.com/a/mastering-go/36626461/,"discard error output by redirecting it to the /dev/null device, which is like telling Unix to ignore it completely:",
Mastering Go,Mihalis Tsoukalos,"Unix stdin, stdout, and stderr",1/26/2020,https://learning.oreilly.com/library/view/mastering-go/9781788626545/,https://learning.oreilly.com/library/view/mastering-go/9781788626545/bb15ee77-1a68-41ee-abc8-83b491c5125e.xhtml,https://learning.oreilly.com/a/mastering-go/36625575/,file descriptor 0 can be accessed as /dev/fd/0 on a macOS machine and as both /dev/fd/0 and /dev/pts/0 on a Debian Linux machine.,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,7. Service Discovery,11/27/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch07.html,https://learning.oreilly.com/a/kubernetes-up-and/34507703/,Real service discovery in Kubernetes starts with a Service object.,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,6. Labels and Annotations,11/27/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch06.html,https://learning.oreilly.com/a/kubernetes-up-and/34507352/,"While labels are used to identify and group objects, annotations are used to provide extra information about where an object came from, how to use it, or policy around that object.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,5. Pods,11/26/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch05.html,https://learning.oreilly.com/a/kubernetes-up-and/34351082/,"As long as the port-forward command is still running, you can access the Pod (in this case the kuard web interface) at http://localhost:8080.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,5. Pods,11/26/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch05.html,https://learning.oreilly.com/a/kubernetes-up-and/34351062/,kubectl port-forward kuard 8080:8080,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,5. Pods,11/26/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch05.html,https://learning.oreilly.com/a/kubernetes-up-and/34351038/,"how to expose a service to the world or other containers using load balancers????€?but oftentimes you simply want to access a specific Pod, even if it?€?s not serving traffic on the internet.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,5. Pods,11/26/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch05.html,https://learning.oreilly.com/a/kubernetes-up-and/34342274/,"Pods, not containers, are the smallest deployable artifact in a Kubernetes cluster.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,5. Pods,11/26/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch05.html,https://learning.oreilly.com/a/kubernetes-up-and/34341544/,"Consequently, Kubernetes groups multiple containers into a single atomic unit called a Pod.",
Head First Go,Jay McGavren,B. six things we didn?€?t cover: Leftovers,11/12/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/app02.html,https://learning.oreilly.com/a/head-first-go/33300849/,"Just remember, anytime you want to work with just part of a string, convert it to runes, not bytes!",
Head First Go,Jay McGavren,15. responding to requests: Web Apps,11/11/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch15.html,https://learning.oreilly.com/a/head-first-go/33261623/,"The Go language supports first-class functions; that is, functions in Go are treated as ?€?first-class citizens.?€?
In a programming language with first-class functions, functions can be assigned to variables, and then called from those variables.",
Head First Go,Jay McGavren,14. code quality assurance: Automated Testing,11/11/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch14.html,https://learning.oreilly.com/a/head-first-go/33260882/,"Table-driven tests are tests that process ?€?tables?€? of inputs and expected outputs. They pass each set of input to the code being tested, and check that the code?€?s output matches the expected values.",
Head First Go,Jay McGavren,14. code quality assurance: Automated Testing,11/11/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch14.html,https://learning.oreilly.com/a/head-first-go/33260628/,"The go tool can compile your program code into an executable file, but it will ignore your test code, even when it?€?s saved in the same package directory.",
Head First Go,Jay McGavren,14. code quality assurance: Automated Testing,11/11/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch14.html,https://learning.oreilly.com/a/head-first-go/33260581/,This freedom to change your code without worrying about it breaking is the real reason you want unit tests.,
Head First Go,Jay McGavren,13. sharing work: Goroutines and Channels,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch13.html,https://learning.oreilly.com/a/head-first-go/33230557/,we can?€?t use function return values in a go statement.,
Head First Go,Jay McGavren,13. sharing work: Goroutines and Channels,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch13.html,https://learning.oreilly.com/a/head-first-go/33230347/,"In Go, concurrent tasks are called goroutines. Other programming languages have a similar concept called threads, but goroutines require less computer memory than threads, and less time to start up and stop, meaning you can run more goroutines at once.",
Head First Go,Jay McGavren,12. back on your feet: Recovering from Failure,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch12.html,https://learning.oreilly.com/a/head-first-go/33223002/,"Most programs should panic only in the event of an unanticipated error. You should think about all possible errors your program might encounter (such as missing files or badly formatted data), and handle those using error values instead.",
Head First Go,Jay McGavren,11. what can you do?: Interfaces,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch11.html,https://learning.oreilly.com/a/head-first-go/33219111/,"Type assertions return a second bool value that indicates whether the assertion was successful.
car, ok := vehicle.(Car)",
Head First Go,Jay McGavren,11. what can you do?: Interfaces,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch11.html,https://learning.oreilly.com/a/head-first-go/33219054/,"The type interface{} is known as the empty interface, and it?€?s used to accept values of any type. The empty interface doesn?€?t have any methods that are required to satisfy it, and so every type satisfies it.",
Head First Go,Jay McGavren,11. what can you do?: Interfaces,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch11.html,https://learning.oreilly.com/a/head-first-go/33218895/,But type conversions aren?€?t meant for use with interface types,
Head First Go,Jay McGavren,11. what can you do?: Interfaces,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch11.html,https://learning.oreilly.com/a/head-first-go/33218849/,"In our main package, we declare a Player interface. (We could define it in the gadget package instead, but defining the interface in the same package where we use it gives us more flexibility.)",
Head First Go,Jay McGavren,11. what can you do?: Interfaces,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch11.html,https://learning.oreilly.com/a/head-first-go/33218759/,"A concrete type specifies not only what its values can do (what methods you can call on them), but also what they are: they specify the underlying type that holds the value?€?s data.",
Head First Go,Jay McGavren,10. keep it to yourself: Encapsulation and Embedding,11/10/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch10.html,https://learning.oreilly.com/a/head-first-go/33218462/,"Method promotion allows you to easily use one type?€?s methods as if they belonged to another. You can use this to compose types that combine the methods of several other types. This can help you keep your code clean, without sacrificing convenience!",
Head First Go,Jay McGavren,9. you?€?re my type: Defined Types,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch09.html,https://learning.oreilly.com/a/head-first-go/33015285/,A defined type can be used in operations together with literal values:,
Head First Go,Jay McGavren,9. you?€?re my type: Defined Types,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch09.html,https://learning.oreilly.com/a/head-first-go/33015280/,"But defined types cannot be used in operations together with values of a different type, even if the other type has the same underlying type.",
Head First Go,Jay McGavren,8. building storage: Structs,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch08.html,https://learning.oreilly.com/a/head-first-go/32999731/,"Having to write (*pointer).myField all the time would get tedious quickly, though. For this reason, the dot operator lets you access fields via pointers to structs, just as you can access fields directly from struct values. You can leave off the parentheses and the * operator.",
Head First Go,Jay McGavren,6. appending issue: Slices,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch06.html,https://learning.oreilly.com/a/head-first-go/32994182/,"A slice?€?s underlying array can?€?t grow in size. If there isn?€?t room in the array to add elements, all its elements will be copied to a new, larger array, and the slice will be updated to refer to this new array.",
Head First Go,Jay McGavren,6. appending issue: Slices,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch06.html,https://learning.oreilly.com/a/head-first-go/32993262/,"Unlike with array variables, declaring a slice variable doesn?€?t automatically create a slice. For that, you can call the built-in make function.",
Head First Go,Jay McGavren,6. appending issue: Slices,11/5/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch06.html,https://learning.oreilly.com/a/head-first-go/32993255/,"This is just like the syntax for declaring an array variable, except that you don?€?t specify the size.",
Head First Go,Jay McGavren,3. call me: Functions,11/4/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch03.html,https://learning.oreilly.com/a/head-first-go/32949739/,"Values that represent the address of a variable are known as pointers, because they point to the location where the variable can be found.",
Head First Go,Jay McGavren,3. call me: Functions,11/4/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch03.html,https://learning.oreilly.com/a/head-first-go/32944490/,The letter following the percent sign indicates which verb to use. The most common verbs are:,
Head First Go,Jay McGavren,2. which code runs next?: Conditionals and Loops,10/30/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch02.html,https://learning.oreilly.com/a/head-first-go/32751667/,"Whereas the functions we saw earlier belonged to a package, the methods belong to an individual value",like static method and instance method in Java
Head First Go,Jay McGavren,1. let?€?s get going: Syntax Basics,10/29/2019,https://learning.oreilly.com/library/view/head-first-go/9781491969540/,https://learning.oreilly.com/library/view/head-first-go/9781491969540/ch01.html,https://learning.oreilly.com/a/head-first-go/32722532/,The solution is to use conversions,explicit convert to show your intention
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,10. Deployments,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch10.html,https://learning.oreilly.com/a/kubernetes-up-and/32200516/,The Deployment object exists to manage the release of new versions.,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,9. ReplicaSets,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch09.html,https://learning.oreilly.com/a/kubernetes-up-and/32198760/,"The ReplicaSet controller will notice that a Pod is missing and create a new copy, but because the Pod is still running it is available to developers for interactive debugging, which is significantly more valuable than debugging from
logs.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,9. ReplicaSets,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch09.html,https://learning.oreilly.com/a/kubernetes-up-and/32198638/,ReplicaSets use label queries to identify the set of Pods they should be managing.  They then use the exact same Pod API that you used directly in Chapter??5 to create the Pods that they are managing. This notion of ?€?coming in the front door?€? is another central design concept in Kubernetes.,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,9. ReplicaSets,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch09.html,https://learning.oreilly.com/a/kubernetes-up-and/32198426/,The actual act of managing the replicated Pods is an example of a reconciliation loop. Such loops are fundamental to most of the design and implementation of Kubernetes.,
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,9. ReplicaSets,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch09.html,https://learning.oreilly.com/a/kubernetes-up-and/32198389/,"A ReplicaSet acts as a cluster-wide Pod manager, ensuring that the right types and number of Pods are running at all times.",
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,7. Service Discovery,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch07.html,https://learning.oreilly.com/a/kubernetes-up-and/32198127/,"Once your application can dynamically find services and react to the dynamic placement of those applications, you are free to stop worrying about where things are running and when they move.","when you add more worker nodes, service will automatically add those nodes' endpoints to clusterIP."
"Kubernetes: Up and Running, 2nd Edition",Brendan Burns...,7. Service Discovery,10/16/2019,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/,https://learning.oreilly.com/library/view/kubernetes-up-and/9781492046523/ch07.html,https://learning.oreilly.com/a/kubernetes-up-and/32197712/,that service is assigned a new type of virtual IP called a cluster IP.  This is a special IP address the system will load-balance across all of the Pods that are identified by the selector.,
"Docker: Up & Running, 2nd Edition",Sean P. Kane...,6. Exploring Docker,2/11/2020,https://learning.oreilly.com/library/view/docker-up/9781492036722/,https://learning.oreilly.com/library/view/docker-up/9781492036722/ch06.html,https://learning.oreilly.com/a/docker-up/38079771/,"One great feature of docker stats is that it can show not just one container, but all of them in a single summary. That can be pretty revealing, even on boxes where you think you know what they are doing.",
"Docker: Up & Running, 2nd Edition",Sean P. Kane...,6. Exploring Docker,2/11/2020,https://learning.oreilly.com/library/view/docker-up/9781492036722/,https://learning.oreilly.com/library/view/docker-up/9781492036722/ch06.html,https://learning.oreilly.com/a/docker-up/38079772/,"If you are running Docker in development, this is probably the only logging strategy you?€?ll use there.",
